Weight;Source;Target;Type
13;весь;чем;Undirected
13;вместе;же;Undirected
13;вместе;напечатать;Undirected
13;во;сколько;Undirected
13;вода;если;Undirected
13;вода;он;Undirected
13;время;если;Undirected
13;время;среднее;Undirected
13;второй;часть;Undirected
13;второй;это;Undirected
13;втроем;красить;Undirected
13;вы;если;Undirected
13;вы;минута;Undirected
13;вы;человек;Undirected
13;выкапывать;землекоп;Undirected
13;выполнять;отдельно;Undirected
13;выполнять;часть;Undirected
13;выпускать;конвейер;Undirected
13;выпускать;с;Undirected
13;высота;день;Undirected
13;год;на;Undirected
13;город;машина;Undirected
13;градус;на;Undirected
13;грядка;и;Undirected
13;давать;он;Undirected
13;два;до;Undirected
13;два;засеивать;Undirected
13;два;одновременно;Undirected
13;два;площадь;Undirected
13;двигаться;путь;Undirected
13;двигаться;самолет;Undirected
13;движение;за;Undirected
13;день;длина;Undirected
13;день;для;Undirected
13;день;как;Undirected
13;день;конвейер;Undirected
13;день;плохой;Undirected
13;день;составлять;Undirected
13;день;через;Undirected
13;деталь;работа;Undirected
13;длина;на;Undirected
13;для;до;Undirected
13;для;способный;Undirected
13;до;км;Undirected
13;до;они;Undirected
13;до;ч;Undirected
13;должный;час;Undirected
13;дорога;км;Undirected
13;другой;заказ;Undirected
13;если;проезжать;Undirected
13;же;идти;Undirected
13;же;из;Undirected
13;же;красить;Undirected
13;же;по;Undirected
13;за;или;Undirected
13;за;мост;Undirected
13;за;оля;Undirected
13;за;принадлежать;Undirected
13;за;пропалывать;Undirected
13;за;пять;Undirected
13;за;руб;Undirected
13;за;садовый;Undirected
13;за;станция;Undirected
13;за;стоять;Undirected
13;за;чай;Undirected
13;за;швея;Undirected
13;завод;конвейер;Undirected
13;завод;с;Undirected
13;загадка;задача;Undirected
13;загадка;способный;Undirected
13;загадка;человек;Undirected
13;задание;первый;Undirected
13;задание;рабочий;Undirected
13;засеивать;мочь;Undirected
13;засеивать;совместный;Undirected
13;засеивать;час;Undirected
13;и;норма;Undirected
13;и;путь;Undirected
13;и;равный;Undirected
13;и;турист;Undirected
13;идти;тот;Undirected
13;из;работа;Undirected
13;из;равный;Undirected
13;израсходовать;неделя;Undirected
13;как;решать;Undirected
13;какой;лист;Undirected
13;какой;офис;Undirected
13;какой;формат;Undirected
13;километр;первый;Undirected
13;км;мало;Undirected
13;км;пассажирский;Undirected
13;количество;лист;Undirected
13;количество;неделя;Undirected
13;количество;офис;Undirected
13;количество;формат;Undirected
13;конвейер;машина;Undirected
13;который;минута;Undirected
13;который;с;Undirected
13;красить;мальчик;Undirected
13;красить;работать;Undirected
13;ли;час;Undirected
13;лист;маленький;Undirected
13;лист;на;Undirected
13;маленький;неделя;Undirected
13;маленький;офис;Undirected
13;маленький;формат;Undirected
13;мастер;сколько;Undirected
13;машинистка;рукопись;Undirected
13;между;пристань;Undirected
13;между;ч;Undirected
13;месяц;при;Undirected
13;месяц;что;Undirected
13;метр;пешеход;Undirected
13;минута;пешеход;Undirected
13;минута;помощь;Undirected
13;минута;проезжать;Undirected
13;минута;ток;Undirected
13;минута;электрический;Undirected
13;можно;сколько;Undirected
13;мочь;напечатать;Undirected
13;мочь;некоторый;Undirected
13;мочь;три;Undirected
13;на;офис;Undirected
13;на;проезжать;Undirected
13;на;пункт;Undirected
13;на;работать;Undirected
13;на;содержать;Undirected
13;на;среднее;Undirected
13;на;формат;Undirected
13;напечатать;работать;Undirected
13;наполняться;первый;Undirected
13;насос;помощь;Undirected
13;не;то;Undirected
13;норма;первый;Undirected
13;нужно;час;Undirected
13;одинаковый;самолет;Undirected
13;одновременно;они;Undirected
13;он;ответ;Undirected
13;он;три;Undirected
13;он;турист;Undirected
13;она;с;Undirected
13;они;работа;Undirected
13;ответ;решать;Undirected
13;первый;поле;Undirected
13;первый;турист;Undirected
13;площадь;работа;Undirected
13;площадь;час;Undirected
13;поле;сколько;Undirected
13;пристань;проходить;Undirected
13;пристань;расстояние;Undirected
13;пролететь;скорость;Undirected
13;проходить;равный;Undirected
13;проходить;тот;Undirected
13;рабочий;часть;Undirected
13;равномерно;секунда;Undirected
13;равный;ч;Undirected
13;разгружать;час;Undirected
13;размер;файл;Undirected
13;расстояние;со;Undirected
13;решать;ученик;Undirected
13;саша;час;Undirected
13;сделать;час;Undirected
13;секунда;файл;Undirected
13;сколько;со;Undirected
13;сколько;ученик;Undirected
13;сколько;чтобы;Undirected
13;сколько;это;Undirected
13;содержать;час;Undirected
13;час;часы;Undirected
13;часть;этот;Undirected
12;harvard;вы;Undirected
12;harvard;если;Undirected
12;harvard;к;Undirected
12;harvard;минута;Undirected
12;harvard;наиболее;Undirected
12;harvard;одаренный;Undirected
12;harvard;ответ;Undirected
12;harvard;принадлежать;Undirected
12;harvard;то;Undirected
12;university;вы;Undirected
12;university;если;Undirected
12;university;к;Undirected
12;university;минута;Undirected
12;university;наиболее;Undirected
12;university;одаренный;Undirected
12;university;ответ;Undirected
12;university;принадлежать;Undirected
12;university;то;Undirected
12;а;бак;Undirected
12;а;велосипедист;Undirected
12;а;высота;Undirected
12;а;идти;Undirected
12;а;паша;Undirected
12;а;петя;Undirected
12;а;течение;Undirected
12;а;через;Undirected
12;аватарий;за;Undirected
12;автомобиль;он;Undirected
12;банка;за;Undirected
12;бассейн;вместе;Undirected
12;билл;вы;Undirected
12;билл;если;Undirected
12;билл;к;Undirected
12;билл;минута;Undirected
12;билл;наиболее;Undirected
12;билл;одаренный;Undirected
12;билл;ответ;Undirected
12;билл;принадлежать;Undirected
12;билл;то;Undirected
12;большой;час;Undirected
12;бригада;га;Undirected
12;бригада;другой;Undirected
12;бы;день;Undirected
12;бы;на;Undirected
12;быстро;весь;Undirected
12;быстро;это;Undirected
12;быть;ежедневно;Undirected
12;быть;месяц;Undirected
12;в;минутный;Undirected
12;в;можно;Undirected
12;в;мочь;Undirected
12;в;одинаковый;Undirected
12;в;пешеход;Undirected
12;в;помощь;Undirected
12;в;пробежать;Undirected
12;в;расходовать;Undirected
12;в;состоять;Undirected
12;в;ток;Undirected
12;в;третий;Undirected
12;вася;секунда;Undirected
12;вверх;высота;Undirected
12;вверх;залезать;Undirected
12;велосипед;проехать;Undirected
12;вершина;высота;Undirected
12;вершина;за;Undirected
12;вершина;на;Undirected
12;вершина;по;Undirected
12;вершина;улитка;Undirected
12;весь;мастер;Undirected
12;весь;часть;Undirected
12;вместе;такой;Undirected
12;вместе;чем;Undirected
12;вода;перекачивать;Undirected
12;вода;садовый;Undirected
12;время;второй;Undirected
12;второй;км;Undirected
12;второй;проходить;Undirected
12;вы;выпускник;Undirected
12;вы;гарвард;Undirected
12;вы;гейтс;Undirected
12;вы;для;Undirected
12;вы;задача;Undirected
12;вы;к;Undirected
12;вы;наиболее;Undirected
12;вы;находить;Undirected
12;вы;одаренный;Undirected
12;вы;ответ;Undirected
12;вы;принадлежать;Undirected
12;вы;решение;Undirected
12;вы;способный;Undirected
12;выкапывать;м;Undirected
12;выполнять;по;Undirected
12;выпускник;если;Undirected
12;выпускник;к;Undirected
12;выпускник;минута;Undirected
12;выпускник;наиболее;Undirected
12;выпускник;одаренный;Undirected
12;выпускник;ответ;Undirected
12;выпускник;принадлежать;Undirected
12;выпускник;то;Undirected
12;высота;м;Undirected
12;га;площадь;Undirected
12;гарвард;если;Undirected
12;гарвард;к;Undirected
12;гарвард;минута;Undirected
12;гарвард;наиболее;Undirected
12;гарвард;одаренный;Undirected
12;гарвард;ответ;Undirected
12;гарвард;принадлежать;Undirected
12;гарвард;то;Undirected
12;гейтс;если;Undirected
12;гейтс;к;Undirected
12;гейтс;минута;Undirected
12;гейтс;наиболее;Undirected
12;гейтс;одаренный;Undirected
12;гейтс;ответ;Undirected
12;гейтс;принадлежать;Undirected
12;гейтс;то;Undirected
12;город;он;Undirected
12;грядка;один;Undirected
12;грядка;пропалывать;Undirected
12;давать;минута;Undirected
12;давать;первый;Undirected
12;даша;минута;Undirected
12;два;проходить;Undirected
12;два;сделать;Undirected
12;двое;если;Undirected
12;делать;мастер;Undirected
12;день;залезать;Undirected
12;день;напечатать;Undirected
12;день;норма;Undirected
12;день;отдельно;Undirected
12;день;при;Undirected
12;день;решение;Undirected
12;день;среднее;Undirected
12;день;число;Undirected
12;дерево;залезать;Undirected
12;длина;если;Undirected
12;длина;и;Undirected
12;длина;м;Undirected
12;длина;минута;Undirected
12;до;доезжать;Undirected
12;до;как;Undirected
12;до;кг;Undirected
12;до;месяц;Undirected
12;до;один;Undirected
12;до;этот;Undirected
12;дорога;из;Undirected
12;другой;рабочий;Undirected
12;его;км;Undirected
12;его;скорость;Undirected
12;если;мало;Undirected
12;если;одаренный;Undirected
12;если;отдельно;Undirected
12;если;принадлежать;Undirected
12;если;пункт;Undirected
12;если;решение;Undirected
12;если;способный;Undirected
12;же;метр;Undirected
12;же;проехать;Undirected
12;за;залезать;Undirected
12;за;затрачивать;Undirected
12;за;картофель;Undirected
12;за;над;Undirected
12;за;оба;Undirected
12;за;одаренный;Undirected
12;за;партия;Undirected
12;за;перевозить;Undirected
12;за;последний;Undirected
12;за;потребоваться;Undirected
12;за;продукция;Undirected
12;за;проползать;Undirected
12;за;себя;Undirected
12;за;спускаться;Undirected
12;за;станок;Undirected
12;за;участок;Undirected
12;за;школьник;Undirected
12;задача;км;Undirected
12;задача;наиболее;Undirected
12;задача;одаренный;Undirected
12;задача;по;Undirected
12;задача;принадлежать;Undirected
12;задача;сколько;Undirected
12;заканчивать;они;Undirected
12;заканчивать;работа;Undirected
12;залезать;м;Undirected
12;залезать;на;Undirected
12;залезать;по;Undirected
12;залезать;улитка;Undirected
12;заполнять;минута;Undirected
12;заполнять;первый;Undirected
12;засеивать;площадь;Undirected
12;засеивать;поле;Undirected
12;затрачивать;час;Undirected
12;землекоп;канава;Undirected
12;и;начинать;Undirected
12;и;пропалывать;Undirected
12;и;решать;Undirected
12;и;стоять;Undirected
12;идти;метр;Undirected
12;идти;минута;Undirected
12;идти;секунда;Undirected
12;из;какой;Undirected
12;из;месяц;Undirected
12;из;по;Undirected
12;из;проходить;Undirected
12;из;расстояние;Undirected
12;из;то;Undirected
12;к;наиболее;Undirected
12;к;одаренный;Undirected
12;к;принадлежать;Undirected
12;к;решение;Undirected
12;к;способный;Undirected
12;к;человек;Undirected
12;каждый;работа;Undirected
12;каждый;рабочий;Undirected
12;как;месяц;Undirected
12;каков;км;Undirected
12;каков;час;Undirected
12;какой;по;Undirected
12;какой;при;Undirected
12;какой;путь;Undirected
12;какой;сколько;Undirected
12;какой;среднее;Undirected
12;класс;минута;Undirected
12;км;который;Undirected
12;км;ответ;Undirected
12;количество;он;Undirected
12;количество;среднее;Undirected
12;количество;тот;Undirected
12;количество;что;Undirected
12;который;проходить;Undirected
12;который;скорость;Undirected
12;литр;насос;Undirected
12;литр;перекачивать;Undirected
12;литр;садовый;Undirected
12;литр;стоимость;Undirected
12;маленький;среднее;Undirected
12;маляр;стена;Undirected
12;маляр;час;Undirected
12;маша;минута;Undirected
12;машина;скорость;Undirected
12;машинистка;страница;Undirected
12;метр;на;Undirected
12;метр;час;Undirected
12;минута;наиболее;Undirected
12;минута;одаренный;Undirected
12;минута;они;Undirected
12;минута;принадлежать;Undirected
12;минута;пропалывать;Undirected
12;минута;равный;Undirected
12;минута;садовый;Undirected
12;минута;способный;Undirected
12;минута;средний;Undirected
12;минута;тест;Undirected
12;минута;это;Undirected
12;можно;один;Undirected
12;моторный;проходить;Undirected
12;мотоциклист;он;Undirected
12;мотоциклист;расстояние;Undirected
12;мотоциклист;скорость;Undirected
12;мочь;они;Undirected
12;на;над;Undirected
12;на;размер;Undirected
12;на;стоять;Undirected
12;на;съедать;Undirected
12;на;через;Undirected
12;наиболее;находить;Undirected
12;наиболее;не;Undirected
12;наиболее;одаренный;Undirected
12;наиболее;ответ;Undirected
12;наиболее;принадлежать;Undirected
12;наиболее;решать;Undirected
12;наиболее;решение;Undirected
12;наиболее;секунда;Undirected
12;наиболее;способный;Undirected
12;наиболее;то;Undirected
12;наиболее;человек;Undirected
12;наиболее;этот;Undirected
12;напечатать;один;Undirected
12;напечатать;сколько;Undirected
12;наполнять;этот;Undirected
12;насос;садовый;Undirected
12;находить;одаренный;Undirected
12;находить;он;Undirected
12;находить;принадлежать;Undirected
12;находить;то;Undirected
12;начинать;свой;Undirected
12;не;одаренный;Undirected
12;не;принадлежать;Undirected
12;неделя;первый;Undirected
12;неделя;час;Undirected
12;некоторый;рабочий;Undirected
12;некоторый;расстояние;Undirected
12;норма;что;Undirected
12;одаренный;ответ;Undirected
12;одаренный;принадлежать;Undirected
12;одаренный;решать;Undirected
12;одаренный;решение;Undirected
12;одаренный;секунда;Undirected
12;одаренный;способный;Undirected
12;одаренный;то;Undirected
12;одаренный;человек;Undirected
12;одаренный;этот;Undirected
12;один;число;Undirected
12;он;то;Undirected
12;она;час;Undirected
12;определять;при;Undirected
12;определять;работа;Undirected
12;от;по;Undirected
12;ответ;принадлежать;Undirected
12;ответ;решение;Undirected
12;ответ;способный;Undirected
12;ответ;то;Undirected
12;ответ;человек;Undirected
12;паша;сколько;Undirected
12;перекачивать;садовый;Undirected
12;по;со;Undirected
12;по;ч;Undirected
12;по;этот;Undirected
12;после;час;Undirected
12;потребоваться;сколько;Undirected
12;принадлежать;решать;Undirected
12;принадлежать;решение;Undirected
12;принадлежать;секунда;Undirected
12;принадлежать;способный;Undirected
12;принадлежать;то;Undirected
12;принадлежать;человек;Undirected
12;принадлежать;этот;Undirected
12;проехать;тот;Undirected
12;проплывать;течение;Undirected
12;работать;то;Undirected
12;работать;часть;Undirected
12;рабочий;через;Undirected
12;рабочий;этот;Undirected
12;размер;секунда;Undirected
12;расстояние;река;Undirected
12;решение;то;Undirected
12;рубль;что;Undirected
12;с;свой;Undirected
12;с;турист;Undirected
12;с;ч;Undirected
12;сколько;улитка;Undirected
12;смочь;час;Undirected
12;составлять;турист;Undirected
12;способный;то;Undirected
12;то;чем;Undirected
11;а;вершина;Undirected
11;а;вопрос;Undirected
11;а;грядка;Undirected
11;а;давать;Undirected
11;а;длина;Undirected
11;а;задание;Undirected
11;а;маша;Undirected
11;а;месяц;Undirected
11;а;много;Undirected
11;а;одинаковый;Undirected
11;а;отвечать;Undirected
11;а;поезд;Undirected
11;а;пропалывать;Undirected
11;а;проплывать;Undirected
11;а;секунда;Undirected
11;а;тест;Undirected
11;а;часы;Undirected
11;автобус;км;Undirected
11;автомобиль;ехать;Undirected
11;автомобиль;первый;Undirected
11;бак;кран;Undirected
11;бак;наполняться;Undirected
11;бак;труба;Undirected
11;бак;через;Undirected
11;бензин;л;Undirected
11;большой;из;Undirected
11;бы;сколько;Undirected
11;бы;час;Undirected
11;быстро;один;Undirected
11;быть;вместе;Undirected
11;быть;известно;Undirected
11;быть;мб;Undirected
11;быть;чем;Undirected
11;в;ежедневно;Undirected
11;в;завод;Undirected
11;в;конференция;Undirected
11;в;объем;Undirected
11;в;пакетик;Undirected
11;в;потратить;Undirected
11;в;резистор;Undirected
11;в;руб;Undirected
11;в;чай;Undirected
11;в;человек;Undirected
11;в;электрический;Undirected
11;вася;загружать;Undirected
11;вася;компьютер;Undirected
11;вася;мб;Undirected
11;вася;размер;Undirected
11;вася;свой;Undirected
11;вася;сколько;Undirected
11;вася;файл;Undirected
11;вверх;вершина;Undirected
11;вверх;сколько;Undirected
11;вершина;день;Undirected
11;вершина;ночь;Undirected
11;вершина;сколько;Undirected
11;весь;второй;Undirected
11;весь;км;Undirected
11;весь;она;Undirected
11;весь;проехать;Undirected
11;вместе;курсовой;Undirected
11;вместе;отдельно;Undirected
11;вместе;студентка;Undirected
11;вместе;часть;Undirected
11;во;конференция;Undirected
11;во;пакетик;Undirected
11;во;расходоваться;Undirected
11;во;среднее;Undirected
11;во;чай;Undirected
11;вода;через;Undirected
11;вода;что;Undirected
11;вопрос;минута;Undirected
11;вопрос;свой;Undirected
11;время;же;Undirected
11;время;конференция;Undirected
11;время;пакетик;Undirected
11;время;расходоваться;Undirected
11;время;скорость;Undirected
11;время;чай;Undirected
11;всего;за;Undirected
11;второй;заполнять;Undirected
11;второй;к;Undirected
11;второй;поле;Undirected
11;вы;гений;Undirected
11;выделяться;резистор;Undirected
11;выкапывать;экскаватор;Undirected
11;выполнять;свой;Undirected
11;выполнять;тот;Undirected
11;высота;ночь;Undirected
11;высота;сколько;Undirected
11;г;за;Undirected
11;га;поле;Undirected
11;га;час;Undirected
11;гений;если;Undirected
11;гений;к;Undirected
11;гений;минута;Undirected
11;гений;наиболее;Undirected
11;гений;одаренный;Undirected
11;гений;ответ;Undirected
11;гений;принадлежать;Undirected
11;гений;то;Undirected
11;город;день;Undirected
11;давать;км;Undirected
11;два;курсовой;Undirected
11;два;машина;Undirected
11;два;они;Undirected
11;два;после;Undirected
11;два;разгружать;Undirected
11;два;совместно;Undirected
11;два;студентка;Undirected
11;два;такой;Undirected
11;два;тракторист;Undirected
11;два;три;Undirected
11;два;что;Undirected
11;двигаться;он;Undirected
11;двигаться;пешеход;Undirected
11;двое;первый;Undirected
11;делать;и;Undirected
11;делать;тратить;Undirected
11;день;заканчивать;Undirected
11;день;конференция;Undirected
11;день;курсовой;Undirected
11;день;некоторый;Undirected
11;день;нужно;Undirected
11;день;пакетик;Undirected
11;день;раз;Undirected
11;день;расходоваться;Undirected
11;день;студентка;Undirected
11;день;чай;Undirected
11;день;это;Undirected
11;деталь;тратить;Undirected
11;дима;саша;Undirected
11;дистанция;километр;Undirected
11;дистанция;минута;Undirected
11;дистанция;пробежать;Undirected
11;дистанция;секунда;Undirected
11;длина;мост;Undirected
11;длина;час;Undirected
11;для;час;Undirected
11;до;то;Undirected
11;долго;первый;Undirected
11;его;если;Undirected
11;его;на;Undirected
11;ее;на;Undirected
11;если;мощность;Undirected
11;же;часть;Undirected
11;за;загружать;Undirected
11;за;конференция;Undirected
11;за;котлован;Undirected
11;за;краткий;Undirected
11;за;курсовой;Undirected
11;за;набирать;Undirected
11;за;но;Undirected
11;за;о;Undirected
11;за;озеро;Undirected
11;за;пакетик;Undirected
11;за;постоянный;Undirected
11;за;пройти;Undirected
11;за;резистор;Undirected
11;за;следующий;Undirected
11;за;сначала;Undirected
11;за;товарный;Undirected
11;за;трава;Undirected
11;за;тратить;Undirected
11;за;у;Undirected
11;за;энергия;Undirected
11;завод;по;Undirected
11;загружать;компьютер;Undirected
11;загружать;мб;Undirected
11;загружать;на;Undirected
11;загружать;размер;Undirected
11;загружать;свой;Undirected
11;загружать;секунда;Undirected
11;загружать;файл;Undirected
11;задача;на;Undirected
11;задача;один;Undirected
11;заказ;каждый;Undirected
11;заказ;он;Undirected
11;заказ;работа;Undirected
11;засеивать;работа;Undirected
11;затрачивать;на;Undirected
11;затрачивать;первый;Undirected
11;и;мало;Undirected
11;и;раз;Undirected
11;и;саша;Undirected
11;и;такой;Undirected
11;идти;из;Undirected
11;из;мб;Undirected
11;из;турист;Undirected
11;известно;такой;Undirected
11;известно;тратить;Undirected
11;изготовление;тратить;Undirected
11;к;сколько;Undirected
11;каждый;через;Undirected
11;как;с;Undirected
11;какой;отдельно;Undirected
11;картофель;кг;Undirected
11;кг;по;Undirected
11;класс;ученик;Undirected
11;км;лодка;Undirected
11;км;лыжник;Undirected
11;км;мина;Undirected
11;км;пробежать;Undirected
11;количество;резистор;Undirected
11;компьютер;мб;Undirected
11;компьютер;размер;Undirected
11;компьютер;свой;Undirected
11;компьютер;секунда;Undirected
11;компьютер;файл;Undirected
11;конференция;пакетик;Undirected
11;конференция;расходоваться;Undirected
11;конференция;среднее;Undirected
11;конференция;чай;Undirected
11;который;они;Undirected
11;который;ч;Undirected
11;который;через;Undirected
11;кран;наполняться;Undirected
11;курсовой;мочь;Undirected
11;курсовой;напечатать;Undirected
11;курсовой;работать;Undirected
11;курсовой;студентка;Undirected
11;лодка;расстояние;Undirected
11;лодка;течение;Undirected
11;лыжник;проходить;Undirected
11;магазин;по;Undirected
11;мало;тратить;Undirected
11;маляр;покрасить;Undirected
11;мастер;работать;Undirected
11;машина;между;Undirected
11;машинистка;мочь;Undirected
11;мб;на;Undirected
11;мб;размер;Undirected
11;мб;свой;Undirected
11;мб;секунда;Undirected
11;мб;сколько;Undirected
11;мб;файл;Undirected
11;между;течение;Undirected
11;месяц;он;Undirected
11;месяц;от;Undirected
11;месяц;стоять;Undirected
11;метр;тот;Undirected
11;минута;можно;Undirected
11;минута;мощность;Undirected
11;минута;начинать;Undirected
11;миша;на;Undirected
11;много;проходить;Undirected
11;много;работа;Undirected
11;много;тратить;Undirected
11;мочь;студентка;Undirected
11;на;начинать;Undirected
11;на;не;Undirected
11;на;нужно;Undirected
11;на;подниматься;Undirected
11;на;поезд;Undirected
11;на;расходовать;Undirected
11;на;руб;Undirected
11;на;тратить;Undirected
11;на;третий;Undirected
11;на;файл;Undirected
11;на;число;Undirected
11;напечатать;работа;Undirected
11;напечатать;студентка;Undirected
11;насос;этот;Undirected
11;находить;первый;Undirected
11;начинать;одновременно;Undirected
11;начинать;сколько;Undirected
11;начинать;час;Undirected
11;неделя;нужно;Undirected
11;оба;один;Undirected
11;обрабатывать;час;Undirected
11;один;они;Undirected
11;один;пропалывать;Undirected
11;озеро;по;Undirected
11;он;они;Undirected
11;он;решать;Undirected
11;он;такой;Undirected
11;она;первый;Undirected
11;они;поздно;Undirected
11;они;то;Undirected
11;определять;число;Undirected
11;от;с;Undirected
11;ответ;первый;Undirected
11;ответ;с;Undirected
11;ответ;ч;Undirected
11;ответ;что;Undirected
11;отдельно;этот;Undirected
11;пакетик;расходоваться;Undirected
11;пакетик;среднее;Undirected
11;пакетик;чай;Undirected
11;первый;проехать;Undirected
11;первый;расстояние;Undirected
11;первый;со;Undirected
11;первый;часы;Undirected
11;петя;свой;Undirected
11;печатать;час;Undirected
11;печатать;чем;Undirected
11;площадь;сколько;Undirected
11;по;пристань;Undirected
11;по;продавать;Undirected
11;по;путь;Undirected
11;по;спускаться;Undirected
11;по;что;Undirected
11;подниматься;улитка;Undirected
11;поезд;товарный;Undirected
11;поездка;сколько;Undirected
11;принтер;сколько;Undirected
11;пристань;течение;Undirected
11;проезжать;сколько;Undirected
11;проплывать;расстояние;Undirected
11;проходить;товарный;Undirected
11;пункт;расстояние;Undirected
11;путь;что;Undirected
11;работа;с;Undirected
11;работа;тот;Undirected
11;работа;что;Undirected
11;работать;студентка;Undirected
11;раз;сколько;Undirected
11;размер;свой;Undirected
11;расстояние;что;Undirected
11;расходоваться;среднее;Undirected
11;расходоваться;чай;Undirected
11;резистор;теплота;Undirected
11;с;этот;Undirected
11;свой;секунда;Undirected
11;свой;файл;Undirected
11;секунда;час;Undirected
11;сколько;тратить;Undirected
11;среднее;чай;Undirected
11;такой;что;Undirected
11;такой;этот;Undirected
11;теплоход;течение;Undirected
11;товарный;час;Undirected
11;тратить;час;Undirected
11;тратить;чем;Undirected
11;тратить;что;Undirected
11;три;яйцо;Undirected
11;чем;это;Undirected
10;а;дорога;Undirected
10;а;заканчивать;Undirected
10;а;мало;Undirected
10;а;начинать;Undirected
10;а;проезжать;Undirected
10;а;сначала;Undirected
10;а;со;Undirected
10;а;содержать;Undirected
10;а;спускаться;Undirected
10;а;турист;Undirected
10;автобус;проехать;Undirected
10;автомат;за;Undirected
10;автомобиль;до;Undirected
10;автомобиль;доезжать;Undirected
10;автомобиль;километр;Undirected
10;автомобиль;по;Undirected
10;автомобиль;со;Undirected
10;аня;сколько;Undirected
10;баржа;два;Undirected
10;баржа;за;Undirected
10;баржа;кран;Undirected
10;баржа;час;Undirected
10;бассейн;три;Undirected
10;большой;быть;Undirected
10;бригада;на;Undirected
10;бригада;чем;Undirected
10;быстро;он;Undirected
10;быстро;печатать;Undirected
10;быть;при;Undirected
10;быть;рабочий;Undirected
10;быть;человек;Undirected
10;быть;число;Undirected
10;в;дистанция;Undirected
10;в;другой;Undirected
10;в;ехать;Undirected
10;в;м;Undirected
10;в;насос;Undirected
10;в;параллельно;Undirected
10;в;перекачивать;Undirected
10;в;прочитывать;Undirected
10;в;садовый;Undirected
10;в;себя;Undirected
10;в;сила;Undirected
10;в;число;Undirected
10;вася;с;Undirected
10;вверх;заползать;Undirected
10;велосипедист;путь;Undirected
10;велосипедист;что;Undirected
10;вершина;дерево;Undirected
10;вершина;м;Undirected
10;весь;много;Undirected
10;весь;напечатать;Undirected
10;весь;со;Undirected
10;весь;турист;Undirected
10;включать;за;Undirected
10;вместе;мастер;Undirected
10;вместе;насос;Undirected
10;вода;второй;Undirected
10;вода;же;Undirected
10;вода;труба;Undirected
10;вокруг;за;Undirected
10;вокруг;земля;Undirected
10;вопрос;заканчивать;Undirected
10;вопрос;начинать;Undirected
10;вопрос;одновременно;Undirected
10;вопрос;они;Undirected
10;вопрос;поздно;Undirected
10;вопрос;сколько;Undirected
10;вопрос;содержать;Undirected
10;время;км;Undirected
10;всего;и;Undirected
10;второй;двое;Undirected
10;второй;до;Undirected
10;второй;затрачивать;Undirected
10;второй;над;Undirected
10;второй;они;Undirected
10;второй;раз;Undirected
10;второй;то;Undirected
10;второй;часы;Undirected
10;втроем;игорь;Undirected
10;втроем;паша;Undirected
10;выбирать;за;Undirected
10;выполнять;ежедневно;Undirected
10;выполнять;над;Undirected
10;выполнять;начинать;Undirected
10;выполнять;определять;Undirected
10;выполнять;поздно;Undirected
10;выполнять;содержать;Undirected
10;выполнять;через;Undirected
10;выполнять;швея;Undirected
10;высота;дерево;Undirected
10;га;два;Undirected
10;га;засеивать;Undirected
10;город;из;Undirected
10;город;км;Undirected
10;город;проехать;Undirected
10;горючее;за;Undirected
10;градус;повертываться;Undirected
10;давать;километр;Undirected
10;давать;ч;Undirected
10;даша;и;Undirected
10;даша;маша;Undirected
10;два;количество;Undirected
10;два;это;Undirected
10;движение;скорость;Undirected
10;двое;какой;Undirected
10;двое;он;Undirected
10;день;заползать;Undirected
10;день;или;Undirected
10;день;маршрут;Undirected
10;день;ответ;Undirected
10;день;отправлять;Undirected
10;день;перевозить;Undirected
10;день;подниматься;Undirected
10;день;процент;Undirected
10;день;расстояние;Undirected
10;день;спускаться;Undirected
10;день;трава;Undirected
10;день;тракторист;Undirected
10;день;убирать;Undirected
10;день;фабрика;Undirected
10;дерево;заползать;Undirected
10;дерево;сколько;Undirected
10;деталь;затрачивать;Undirected
10;деталь;из;Undirected
10;деталь;изготовлять;Undirected
10;деталь;минута;Undirected
10;дима;забор;Undirected
10;дима;красить;Undirected
10;длина;пешеход;Undirected
10;длина;турист;Undirected
10;для;он;Undirected
10;для;первый;Undirected
10;до;магазин;Undirected
10;до;не;Undirected
10;до;ночь;Undirected
10;до;поселок;Undirected
10;до;самый;Undirected
10;доезжать;от;Undirected
10;должный;по;Undirected
10;дорога;на;Undirected
10;дорога;с;Undirected
10;дорога;скорость;Undirected
10;другой;из;Undirected
10;другой;мастер;Undirected
10;другой;сколько;Undirected
10;его;мочь;Undirected
10;его;равный;Undirected
10;единица;за;Undirected
10;ежедневно;работа;Undirected
10;если;который;Undirected
10;если;напечатать;Undirected
10;если;сначала;Undirected
10;если;число;Undirected
10;ехать;какой;Undirected
10;же;игорь;Undirected
10;же;изготовление;Undirected
10;же;мало;Undirected
10;же;отдельно;Undirected
10;же;паша;Undirected
10;же;тратить;Undirected
10;же;увеличивать;Undirected
10;же;число;Undirected
10;за;заползать;Undirected
10;за;заполняться;Undirected
10;за;кдж;Undirected
10;за;комбайн;Undirected
10;за;маятник;Undirected
10;за;мой;Undirected
10;за;мука;Undirected
10;за;об;Undirected
10;за;отправлять;Undirected
10;за;параллельно;Undirected
10;за;перепечатывать;Undirected
10;за;повертываться;Undirected
10;за;показывать;Undirected
10;за;уравнение;Undirected
10;за;условие;Undirected
10;за;уходить;Undirected
